time,measurement_velocity,position_derivative,kalman_velocity
0.0,-32.63386832612696,344.1511108502019,20.21156675764051
0.02,0.0,216.98669487506538,20.51460581350733
0.04,0.0,147.27220647517908,20.8586502001498
0.06,0.0,103.74507823387553,21.200882288747568
0.08,32.63386832612696,83.4892962547288,21.5099674647141
0.1,-37.211747789274696,50.22124059282174,21.808843921538156
0.12,-4.557279780545542,35.24752143906653,21.976889771395392
0.14,4.557279780545542,26.873729451652295,22.069855068496096
0.16,37.211747789274696,29.7639207068201,22.10869187072762
0.18,0.0,21.59898550620767,22.178701493358005
0.2,-18.775225595130607,10.39678946089353,22.172797969964947
0.22,4.661690853956557,8.67646794645438,22.040956217908228
0.24,38.07325278335867,16.71897459779217,21.87817610606286
0.26,-19.21189293266501,6.615216369301535,21.810412047562828
0.28,0.0,4.570051238994566,21.596794100408577
0.3,0.0,3.0621459650543414,21.34224164604738
0.32,-14.1783565181548,-2.041811627017154,21.053238269909933
0.34,14.1783565181548,2.206608626767448,20.669014070633516
0.36,24.070784763664577,8.117984530803213,20.347199869448634
0.38,4.8815724948681805,7.015952326093,20.12472354928346
0.4,-52.475407963182974,-10.078718920723162,19.876691012186907
0.42,72.2317106221837,12.857805369424469,19.289029179922668
0.44,61.56803964878996,26.634432180567913,19.158584624751978
0.46,0.0,19.15556538213501,19.31495742785577
0.48,5.292772048175465,15.188703776577128,19.31152719091591
0.5,-5.292772048175465,9.251125361619117,19.220434102027244
0.52,-10.508922605660942,3.407246625801008,18.994727651055662
0.54,5.241752826802326,3.6546948651484,18.633760046959793
0.56,15.878503267730792,6.898106598523768,18.27953567746251
0.58,26.986326625385715,12.473622234526616,18.00510240733494
0.6,-5.450380021299495,7.201825242240645,17.869294929415272
0.62,10.927711357058811,8.075751451099578,17.602959588539758
0.64,-21.748409247028988,-0.7254232440939035,17.361356110028726
0.66,0.0,-0.864793328425506,16.895992198469525
0.68,-5.370708929701706,-2.515758196684459,16.4328154661739
0.7,5.370708929701706,-0.6025745787649583,15.932428712169944
0.72,0.0,-0.7555616011558186,15.490655190685125
0.74,10.820697889970177,2.2807096837940577,15.051859296065416
0.76,10.927711357058811,4.536084821406661,14.703418292815925
0.78,5.50448305102762,4.611780340602323,14.423396007779795
0.8,11.091232834663245,6.2970328103656215,14.15079269742532
0.82,0.0,4.302933374937368,13.930798129023236
0.84,16.845613000096193,7.758258276379948,13.65905090786792
0.86,5.671715055207827,7.028001516501092,13.491317201846533
0.88,-28.07672373111032,-3.3431732172594764,13.306377542946537
0.9,51.051882547126226,12.178950760026552,12.827034585588422
0.92,-11.545676538281313,5.240540490720491,12.808268997598143
0.94,11.545676538281313,6.922477375062996,12.587969095586102
0.96,11.663651730439994,8.187892260603036,12.422221808312049
0.98,-5.846685490545056,3.9968053453286245,12.297768431084764
1.0,5.846685490545056,4.361269964189063,12.05273408176982
1.02,5.876633080809768,4.640582105973223,11.824775164895682
1.04,0.0,3.129668035769484,11.611049837582446
1.06,23.810657736830976,8.999577603945141,11.357849369186034
1.08,-29.687290817640744,-2.3742582070784835,11.287216206803501
1.1,11.783444436683865,1.4768785414549512,10.876791665140438
1.12,0.0,0.8419090208736435,10.593593054864739
1.14,0.0,0.3848660723665631,10.299018590611725
1.16,-11.783444436683865,-3.3942548400055728,9.99879721910586
1.18,0.0,-2.689667264708717,9.592294257367318
1.2,35.71717009183857,8.299812818879104,9.218715159595499
1.22,62.06538482165804,24.03945484127874,9.190709101623732
1.24,-12.676162613785635,13.598613326213282,9.644109149028857
1.26,12.676162613785635,13.414220285892497,9.765068192432796
1.28,-25.218702461545206,2.1647683651949023,9.87686820094556
1.3,-24.692574555637137,-5.880288295829317,9.640233416640308
1.32,-6.092860580406523,-6.281514687759682,9.163337016214962
1.34,12.21758249022109,-1.192289812302505,8.68814189529841
1.36,0.0,-1.0585958979817178,8.383775879808457
1.38,37.43163785058776,10.028197329657118,8.092571802355177
1.4,19.16684941026361,12.752226779094045,8.15233039341689
1.42,0.0,9.110745844512635,8.294484204445332
1.44,32.63833090977997,16.033678168514598,8.3197330891961
1.46,-19.68843620878218,5.718236119124143,8.558549726746985
1.48,-12.949894700997788,0.17623700968130152,8.470545352860322
1.5,12.949894700997788,3.743688589613825,8.213361039810382
1.52,19.68843620878218,8.326267510823726,8.07467129950573
1.54,33.53631765666272,15.733010836083139,8.082483197405782
1.56,-46.69737229540765,-2.4280670724458275,8.320171902883063
1.58,19.795306225722342,3.8604275355513806,7.986052783947543
1.6,61.373947211025026,20.65700465497322,7.857735839001136
1.62,-6.9710952388451375,12.826238216982588,8.256020978936577
1.64,28.119717895456375,17.417838064598357,8.398301690162551
1.66,-7.089093810676772,10.419889056710474,8.679220064635299
1.68,43.141399899411326,20.067592545191104,8.733455894820978
1.7,52.23668478702166,29.764900176757436,9.08673746088023
1.72,-7.592367138014211,19.24951877012795,9.731494320426288
1.74,15.22907429420215,18.278677610591387,10.028368293050066
1.76,62.737623643600315,31.51849913893372,10.285779414681505
1.78,24.30737211986269,29.869049553758842,10.948431538954846
1.8,49.959091109113274,36.18746354347735,11.539081118837636
1.82,17.06490127542466,31.11479947289979,12.308725138261844
1.84,17.277242959435668,27.46548923846852,12.896078309673511
1.86,0.0,19.719597678800227,13.351209021015688
1.88,62.20103514186448,32.33878499808078,13.55018947918258
1.9,18.28361360049051,28.625123503385907,14.137348936164718
1.92,104.89634836742958,51.349850084253035,14.590182753959315
1.94,0.0,37.07770753890358,15.739339035458698
1.96,70.83269182692469,47.46497377234604,16.40650571166886
1.98,20.860699620870804,40.33593979740644,17.37771842580663
2.0,86.37616193607194,54.368299536441,18.095727016052344
2.02,0.0,39.198254587104486,19.23027531160232
2.04,56.49638508002752,44.72128326392024,19.854913298214274
2.06,0.0,32.13297491318592,20.632865594065432
2.08,-11.460429837566721,19.58046999818137,20.99268594942971
2.1,70.01526224284973,34.36592649833301,20.94849583282677
2.12,-47.012089977799576,10.755237830333897,21.368381410882712
2.14,0.0,7.360882730102958,21.03622650454862
2.16,0.0,4.895999590561928,20.608203058096716
2.18,95.41475564118542,31.14180027208633,20.116393600405768
2.2,37.25209603940911,33.18073240787918,20.461523687968217
2.22,12.603769475574467,27.416688316542448,20.859699438213013
2.24,51.37550718941242,34.6005879293493,21.06497813584963
2.26,-12.990128448539906,20.918113684168915,21.488758004080587
2.28,93.05825980674669,42.099845046144324,21.470891091987685
2.3,0.0,30.1873451902523,22.116814861487942
2.32,27.528463967994554,29.584671333341106,22.36952626604697
2.34,-68.02542048888469,1.0666585338150014,22.59546218659648
2.36,95.99004601824248,28.478819325687255,21.92128137811226
2.38,14.14912555387744,24.41380974137246,22.126639781183442
2.4,14.26211014020069,21.481829569554378,22.19826801783005
2.42,-163.97245654963726,-33.02065209699947,22.17583033998036
2.44,-12.990128448539906,-28.356601771033496,20.447117972644687
2.46,26.079622540562042,-13.442675416015959,18.918581711383084
2.48,122.47172676353699,25.77351452730099,17.904999647975956
2.5,42.787689164193665,30.946399521547363,18.151453887105724
2.52,58.67719701760663,39.37686366388391,18.552220269495173
2.54,30.061636169105554,37.10068602260819,19.204507839157884
2.56,0.0,26.596218272126038,19.76507793887494
2.58,0.0,18.933224340827337,19.97905656771973
2.6,-74.24665576854963,-8.466710622019491,19.946296388915876
2.62,14.60930430086691,-2.3154082446517066,19.056259479425616
2.64,59.63735146768272,15.41391818978397,18.38678293687086
2.66,0.0,10.819432027349052,18.29365546313165
2.68,-15.092303589172218,3.0410196994807848,18.059516288976194
2.7,15.092303589172218,6.2495153183824925,17.589038157772432
2.72,-30.061636169105554,-4.669859197911563,17.233805895515665
2.74,0.0,-3.7824111465418753,16.547624814111042
2.76,60.62126771862921,14.690145153632272,15.910735249631525
2.78,31.070104829159106,19.475713210555057,15.872496860129738
2.8,-61.629736378682765,-4.27406143562834,15.98537857586949
2.82,0.0,-3.4665318854052884,15.35068518773923
2.84,30.559631549523658,6.114344648373304,14.761170016063895
2.86,31.070104829159106,13.255271951835823,14.490276176765468
2.88,0.0,9.333423338428304,14.451584857283413
2.9,0.0,6.477935517975197,14.291237590099094
2.92,-76.72203996785498,-18.139897428172702,14.04645275912501
2.94,-14.969332579933337,-17.920475270939562,13.038073801893404
2.96,-14.847858411090442,-17.702667966132424,12.06815662377017
2.98,90.93957329953852,13.558839470239548,11.135446283248456
3.0,-15.470447169818868,5.083356395444838,11.211370716576749
3.02,15.470447169818868,7.999607271709408,11.019380508516702
3.04,-46.03007871934253,-7.94168968918072,10.924770918444423
3.06,46.03007871934253,7.498355735892659,10.33368218571509
3.08,-61.122382308514744,-12.725874489351696,10.244850758368496
3.1,15.092303589172218,-5.06083404349198,9.525170627697738
3.12,0.0,-3.89662837879996,9.068185249217594
3.14,-74.24665576854963,-24.853076306416,8.661991432420072
3.16,44.185019599444075,-5.3104739009292246,7.611945896565931
3.18,14.969332579933337,0.36203851550311583,7.207078494664007
3.2,15.092303589172218,4.538501077220758,6.992618729855263
3.22,0.0,3.1507408395711423,6.915729408433233
3.24,-15.092303589172218,-2.292569395063282,6.7977693257281215
3.26,15.092303589172218,2.6141691091098096,6.512961328964356
3.28,0.0,1.7598338445331763,6.390808687438657
3.3,61.629736378682765,19.24781467489254,6.245715905188899
3.32,15.730493702726989,18.502067031859326,6.653084383755138
3.34,31.860135241216625,22.68898442479994,7.024325062859541
3.36,220.99201122766132,81.29923364341991,7.515115338299457
3.38,0.0,59.045132461262284,9.826851948346421
3.4,92.00020733166312,69.81669772025398,11.368915704286255
3.42,-18.735409074058396,45.09229006036506,13.200151767264874
3.44,95.42425299006894,60.58603013022861,14.199369915517696
3.46,0.0,43.811508931560184,15.652719636417876
3.48,0.0,31.5622256186316,16.53496895781801
3.5,19.621290580599293,28.386333409792286,17.005791627036352
3.52,-19.621290580599293,14.532949858136845,17.362358411201985
3.54,99.97995442665939,39.575652847369014,17.273709404257037
3.56,41.34136141245435,40.58788784861065,17.97245835933525
3.58,42.146211544206125,41.546127153555545,18.681029618798693
3.6,-124.04692105845001,-6.601098610271805,19.39742366412514
3.62,167.02171748886627,43.83603713350226,18.582854858594214
3.64,0.0,31.51525491100884,19.37407149802349
3.66,21.805791101436967,28.931137329911394,19.754471485307157
3.68,-64.78058753185323,1.600596167152446,20.041989165093884
3.7,-103.86360527897054,-29.794033266303188,19.464194519597683
3.72,-20.18331577947947,-28.060176760020994,17.920864816416813
3.74,40.55934810178954,-8.916341541459616,16.480213536166367
3.76,-80.3586638460601,-30.468842347963943,15.68450320089142
3.78,-77.4024150324955,-45.279653229501804,14.23845259655863
3.8,-56.2085719941912,-49.8075889889499,12.373664395356847
3.82,-54.69935480158625,-52.62066431376482,10.42543548524031
3.84,-70.68801383690158,-59.3240142606966,8.450109256041829
3.86,35.03048057849654,-33.10113790726703,6.326646723312122
3.88,-86.43618896544467,-49.64396993409537,5.091316264345091
3.9,-98.89828900381161,-65.32652886473755,3.3763789763537666
3.92,-15.997152559008754,-52.3531033543037,1.223815139560323
3.94,64.81087046411176,-19.114410266534065,-0.4548293080293475
3.96,-64.81087046411176,-32.9534208178508,-1.039461782142789
3.98,15.997152559008754,-19.277301483197107,-2.039373802689051
4.0,-47.590628943943614,-27.977490985389863,-2.5794638994723966
4.02,-61.629736378682765,-38.42686659571157,-3.37522222611978
4.04,-15.092303589172218,-32.3464523363441,-4.473442996179545
4.06,-59.15435217937741,-40.839641400944515,-5.346746414522075
4.08,-43.13074102847878,-42.29810735267421,-6.458792445680998
4.1,57.74004532934569,-13.698715885459478,-7.58169243421146
4.12,0.0,-9.809219108121425,-7.773348054277506
4.14,0.0,-6.9722022164100395,-7.837134986250519
4.16,59.63735146768272,12.617595831956407,-7.810035327092045
4.18,-59.63735146768272,-8.159766070163954,-7.170006532238888
4.2,-14.60930430086691,-10.0766147223041,-7.201017207840973
4.22,14.60930430086691,-2.8872302266080396,-7.29111406811734
4.24,-99.85379641258092,-31.279694097639776,-7.153133656616016
4.26,27.96462552935779,-14.406847871148898,-7.909055707149295
4.28,0.0,-10.317718437145373,-8.112641486275182
4.3,-14.03747826811852,-11.459416580380832,-8.181729926967012
4.32,85.92664915134165,17.081219772297374,-8.284424877831977
4.34,44.5450478785105,25.71165126775199,-7.489680289727185
4.36,15.092303589172218,23.326175091987977,-6.44943156489388
4.38,0.0,17.13148777595208,-5.516516033506616
4.4,109.22036532262638,44.68938003304004,-4.806919235056515
4.42,48.813717905103005,46.99631215246782,-3.256123995256974
4.44,0.0,34.30013298996499,-1.6816377812561338
4.46,16.55122136765783,29.8814279506999,-0.5542734625339085
4.48,-32.961257551203005,12.090935425015914,0.3993239799492353
4.5,49.65549402356686,23.386527999224427,0.7656401972771201
4.52,16.839113258686922,21.96333052797641,1.4743875122326113
4.54,16.98588417972715,20.9542366855203,2.1163377198794637
4.56,141.40941258665265,56.76217563212873,2.7065581795350218
4.58,0.0,41.2808211817854,4.400204162011519
4.6,-18.232378084108092,24.611170359552403,5.555730872145551
4.62,170.24114536985095,67.82057165591056,6.152767239579104
4.64,19.805995306177238,55.0777906859615,8.08491487905102
4.66,-19.805995306177238,34.11582616975295,9.557274338658216
4.68,0.0,24.635581347691726,10.326731748937878
4.7,-19.621290580599293,11.948994614827768,10.77505014126597
4.72,-19.439157613958713,2.752764892379389,10.811831637969798
4.74,19.439157613958713,7.477106547582224,10.559328605339713
4.76,0.0,5.212048460673913,10.462757817655907
4.78,79.60392210434932,26.95306961890722,10.29824496519762
4.8,-59.98263152375003,1.7788531191776258,10.820066407883225
4.82,-19.621290580599293,-4.708803819395513,10.536791195237358
4.84,19.621290580599293,2.1023374101822867,10.059123092482947
4.86,80.3586638460601,24.91890524555842,9.809824672797875
4.88,0.0,17.93174401677078,10.283215572305025
4.9,62.31239905091499,31.14052815238537,10.522855817930958
4.92,21.17517390574548,28.668777212718055,11.168839437268574
4.94,42.97479643041626,33.25925536886842,11.717139604799288
4.96,-85.12100797462239,-1.0456034910454548,12.392087475204734
4.98,0.0,-1.0357150454431974,11.971063791321791
5.0,20.971037638460643,5.142337354934057,11.56354125074741
5.02,85.95576143759871,28.74418655644746,11.36235497955449
5.04,-85.95576143759871,-4.57140320618592,11.90695470722318
5.06,0.0,-3.5928714932964567,11.39066220836245
5.08,21.17517390574548,3.352743220094112,10.921204868050605
5.1,86.80285500590301,27.70389778415563,10.684073230365344
5.12,-86.80285500590301,-5.562938767283043,11.21733072275082
5.14,21.38230540589916,1.982607757108923,10.691578860720357
5.16,21.592491024517102,7.55152522523872,10.418713291622705
5.18,66.0700420976184,24.68150729164904,10.32887984336382
5.2,138.25575648535064,58.368509593905316,10.778569918737718
5.22,-93.09935611544589,14.918461468376876,12.269636531751948
5.24,0.0,10.593851677401034,12.352628324978667
5.26,93.09935611544589,34.79601459421531,12.29752312490575
5.28,0.0,25.07034157778989,13.002435756779793
5.3,97.00983754753523,46.4740170777965,13.380541963429748
5.32,24.892497132827884,40.86534076772281,14.417411867907274
5.34,76.2794869975913,51.85561541564425,15.246066502965293
5.36,187.90324043602524,92.63801329171315,16.393100455662083
5.38,-27.735810812041706,58.957775768713816,18.781971841101534
5.4,0.0,42.524223873084566,20.04074209750054
5.42,27.735810812041706,38.67668497186969,20.745184457761848
5.44,173.13051246227147,78.57753652987611,21.307006184555636
5.46,-29.682062732950243,48.03677252380467,23.10138074078335
5.48,29.682062732950243,43.19566503463719,23.882645246751878
5.5,91.1357242698898,57.708331903958765,24.48775211672327
5.52,-91.1357242698898,14.71125338759407,25.528604416720103
5.54,-29.682062732950243,1.428635899425501,25.189680027767967
5.56,59.70834281765107,18.02615587484908,24.445209653763598
5.58,-30.02628008470083,3.7657630065119463,24.24409074063314
5.6,60.40280017972748,19.953280797788153,23.60247296324832
5.62,0.0,14.01003269390202,23.488138111405306
5.64,-30.37652009502665,0.759034465739461,23.19117436437105
5.66,61.10944418518898,17.994354334783225,22.48834061992687
5.68,159.23685078771754,59.39361007704491,22.347537057553495
5.7,-189.96977487787987,-13.05257456087503,23.508247999652493
5.72,61.82856165637105,8.13943099155452,22.362740706912696
5.74,0.0,5.433266796844549,21.917102346792653
5.76,-122.23136183609853,-32.44080813406072,21.40063820504642
5.78,185.5367688658717,30.412246745174087,19.7137021581183
5.8,32.22315555152093,31.181028583286263,20.04890415852711
5.82,-276.7857178911647,-59.056877277959785,20.397690888014044
5.84,119.4285936534996,-8.373778208638072,17.908255994762072
5.86,0.0,-6.494980379592619,17.084799086818528
5.88,30.732924090162328,3.921285646824657,16.346008012179826
5.9,-91.1357242698898,-24.282479497034615,15.956722183490362
5.92,-29.682062732950243,-26.759271555314257,14.69596556344036
5.94,-29.343730740821883,-28.43585337037524,13.397108666237642
5.96,59.025793473772126,-3.664198585796896,12.086417061139217
5.98,250.37257505760735,70.62626486548638,11.592925835534189
6.0,-96.67640288385044,22.776963894668256,13.442531938930724
6.02,-93.29337199402943,-11.119318479785534,13.734994174722232
6.04,30.732924090162328,0.6274316187315776,12.95626999705398
6.06,-30.732924090162328,-8.859393533188609,12.569988362066757
6.08,-119.4285936534996,-41.82005762095642,11.898572578845393
6.1,29.343730740821883,-22.09988539302188,10.215484548195487
6.12,0.0,-16.321690942259437,9.202993869339034
6.14,0.0,-12.09094673935951,8.403265891558108
6.16,-143.44844972932123,-51.13876466411966,7.761150412146732
6.18,233.53331264199895,31.197987213082,5.915724686848504
6.2,61.82856165637105,40.75700129930695,6.707857198447815
6.22,-122.23136183609853,-6.377506480303197,7.774669712078131
6.24,0.0,-4.816851563737856,7.331260074139225
6.26,60.40280017972748,14.076652470743056,6.950640888084647
6.28,0.0,10.09843808356976,7.173909887364209
6.3,0.0,7.196107467084545,7.265539893319755
6.32,157.35712423766515,51.313625887322445,7.263364467677439
6.34,-157.35712423766515,-9.021614466093553,8.643527504491043
6.36,30.732924090162328,2.2678732006582436,8.090051198041731
6.38,126.62420014750282,38.67638825463402,7.907633327925114
6.4,-95.5285625812941,-0.07379975390264804,8.871666159376527
6.42,63.305407029773164,18.349821793687227,8.59139083287067
6.44,64.83580619173566,32.223859950376976,8.897137615688997
6.46,134.49029231015217,62.78705473519821,9.628000019320414
6.48,69.77536018651236,66.01649624639734,11.293555683242026
6.5,35.5481765646644,58.275347780740816,13.008110317262549
6.52,-35.5481765646644,31.710486027214557,14.426403102062919
6.54,-236.87830313687925,-46.82159952477818,14.967940237498786
6.56,132.85949706739828,4.603644302238052,13.031978086181981
6.58,-33.824466293518896,-6.873467034012748,12.767905311608692
6.6,33.824466293518896,4.649474970524636,12.152510641111615
6.62,139.56698263414538,44.12379723941342,11.917428892085088
6.64,0.0,31.872309351222583,12.926504382777129
6.66,-173.39144892766427,-28.017377766237672,13.52010584814999
6.68,68.06791217648751,-0.705458503971812,12.218672038251974
6.7,141.3232300639173,40.73826447224107,11.813738975683641
6.72,-71.54786987740493,8.387274515407483,12.71998923789676
6.74,-35.10510142453285,-4.48715735666525,12.584238563132795
6.76,35.10510142453285,6.767787834873928,12.049365241502482
6.78,182.34374550208798,58.237187935747414,11.883885226615334
6.8,-146.79556893742358,-0.9782106153075176,13.336206120900393
6.82,-173.39144892766427,-51.95194746979723,12.8877132347281
6.84,33.824466293518896,-28.18447946421969,10.856186061537166
6.86,324.2571499722153,74.50316100674144,9.63298143625514
6.88,-290.0137040892467,-31.160821029509123,11.665464812891546
6.9,-324.46006718803204,-118.28312712768607,10.323650829416806
6.92,61.82856165637105,-68.20976697754162,6.294200933427229
6.94,194.56359335517348,7.347632030912621,3.9598760205434367
6.96,102.73817093846702,35.44944017078109,4.066019672694409
6.98,-102.73817093846702,-4.45729971109472,5.0493109305280015
7.0,33.824466293518896,6.579985712997427,4.751454068936432
7.02,139.56698263414538,45.69357149784281,4.808744802443291
7.04,-35.5481765646644,22.728416954635122,6.089729858564853
7.06,-137.84327236299987,-24.081267299828113,6.611045741408207
7.08,68.06791217648751,2.314136883875051,5.649407952485605
7.1,141.3232300639173,43.08283046999364,5.544908734991809
7.12,-175.5666759468859,-20.32837652033095,6.721030065752137
7.14,-132.85949706739828,-53.98982420809375,5.873530188296033
7.16,-32.22315555152093,-48.91905878381948,3.9979184127217096
7.18,269.10145868840016,43.348231359265554,2.339947412623455
7.2,-137.84327236299987,-8.980593253572522,3.624800576002766
7.22,-131.25818632540032,-45.18608012922769,3.2298540291374365
7.24,32.22315555152093,-23.513595446805624,1.7129076911126633
7.26,0.0,-17.16318842193445,0.9225222070461752
7.28,132.85949706739828,26.51505890234489,0.3558688317431944
7.3,104.01880606948097,49.86535964344938,1.1754768445444246
7.32,71.54786987740493,57.31324477347499,2.701006418536475
7.34,-403.95473559557826,-77.00430813714334,4.412092581067278
7.36,228.38805964869238,10.92210704020573,1.8611904230799157
7.38,-196.923249311034,-49.94479645519547,2.145082999367931
7.4,31.840596692114786,-27.06783539739277,0.51302625480503
7.42,233.99635726386734,49.025609823904404,-0.3511249344797499
7.44,70.65327798919725,56.47257898643403,1.195924777112186
7.46,-304.64963525306456,-48.406281234688464,2.9278281192593605
7.48,64.83580619173566,-16.27025507290938,1.319450824576462
7.5,275.81352237406946,69.15816932564027,0.7683380470931975
7.52,-141.3232300639173,8.829475902111739,2.9110975728758604
7.54,105.32353675117676,37.311504125344186,3.0965295487278115
7.56,0.0,27.10598962797164,4.1685377892501245
7.58,464.4415042502672,156.10776817742362,4.8872037444927034
